text;label
selalu lebih banyak akses debat dsripada nonton terlalu cepat tiba ada bagi pilih telat tiba fase;Netral
pasca mpok silvy suruh nanya malah puisi dadak lapar  at sate tongseng pak budi pic;Negatif
perdana tema usung kuat sumber daya manusia sdm transformasi jakarta jadi kota global tema sebut pilih tahu visi misi masingmasing calon gubernur wakil gubernur jakarta;Positif
baru opening ngakak cawagub no cuma bagi waktu detik cagubnye gak sempet selesein pantun;Negatif
calon pasang nomor urut pramono anung tanya kena program disneyland ridwan kamil sempat batal cikarang jawa barat;Positif
jelang siang jan lupa maksi kenyang seruput es teh pelan silah nikmat jakarta yup anak abah feat ahokers udah satu mas pram bang doel kaga ribet dah;Negatif
alhamdulillah insyaallah yakin;Positif
edukasi masyarakat penting;Positif
aliansi buruh labuh dukung mas pram bang doel makin optimis satu putar pramonorano;Positif
pilih paslon pashangatnya awet serasa pijit pijit;Positif
tutup ridwan kamil hadir tara adil  dapse;Netral
tetep mata najwa paling top dhe;Positif
jawab soal macet program baru ahok;Netral
sang eksekutor selamat warga jakarta ;Positif
tiap kali dgr jwban no serasa awan ga konkret trksn isi wkt menit isi soal ulang pnting isi;Negatif
dukung pramono anung usaha wujud jakarta lebih cerah adil sama buat ubah;Positif
calon gubernur pramono anung hadir acara temu jakarta catat masa depan jakarta ganara art space mal fx sudirman jakarta pusat rabu;Positif
tayang penuh debat agussylvi ahokdjarot aniessandi cagub saling serang via;Netral
nah nieh taman taman jakarta fungsi bagaimana mesti tags pak muh salah jepang;Negatif
deadlock bahas debat cagubcawagub materi iklan kampanye serah kpu;Negatif
paslon cagubcawagub nomor urut dharma pongrekun kun wardhana sampai visi misi debat tiga pilkada jakarta dharma kun bicara soal dampak pandemi covid saksi streaming debat pilkada jakarta;Netral
pasti seluruh ibu kerja beri asi eksklusif lama bulan cegah stunting pramono anung sedia daycare ruang laktasi posyandu;Positif
pramono anung hadir deklarasi konfederasi serikat kerja seluruh indonesia dukung pramdoel ratus buruh gabung konfederasi serikat kerja seluruh indonesia kspsi deklarasi dukung pasang pramonorano pilkada jakarta;Positif
optimis menang satu putar;Positif
hayo pilih mas pr vang doel ubtuk jakarta nyala jakarta lebih baik coblos no mas pram bang doel;Positif
wakil nya nomer bu sylvia kayak pajang kucing mobil toko china;Negatif
live jelang debat tiga pilgub jakarta siap rksuswono dharmakun pramonorano tonton streamingnya;Positif
live debat dua pilkada jakarta ridwan kamilsuswono dharmakun pramonorano;Netral
banyak banget live report hari yaallah lr lr lr ku jadi bingung;Netral
saran buat mpok sylvi next pake mua nya mba ira kusno;Netral
makna baju rido malam;Netral
optimis satu putar menang pram bang doel hasil survei makin tingkat lembaga survey smrc pram doel unggul banding lawan coblos no;Positif
iyalaaahh masak wajar dong ninggalin rido pasang banyak masalah potensial prospek gin khan waras mending rapat mas pram bang doel dukung bikin;Positif
siap dukung mas pram;Positif
ridwan kamil suswono sampai visi misi debat tiga pilkada jakarta rk suswono kata bangun jakarta kolaboratif ide warga jakarta ide pimpin;Positif
rencana renovasi pasar minggu pramono anung cakup tingkat branding pasar desain tarik fasilitas modern pasar minggu jadi destinasi belanja fungsional tarik kunjung;Positif
pramono anung tunjuk mampu adaptasi butuh warga masuk laku usaha komunitas mang kualitas penting orang pimpin;Positif
pramono anung milik aspirasi besar jakarta dukung bagai pihak siap bangun jakarta tuju masa depan lebih cerah;Positif
live now nobaar debat pilgub dki jakarta akhir bareng;Netral
ahok tuding sylvi umbar fitnah tak punya program;Negatif
ayo sukses pilkada sama rakyat ayo pilih suara demak cinta ppkgajah demak kpu kab demak kpu prov jateng kpu republik indonesia;Positif
dukung komunitas buruh labuh mas pram bang doel emang kaga matinye pramdoel dukung semua lapis masyarakat optimis satu putar;Positif
tanggap masalah lapang kerja anak muda cawagub nomor urut suswono yakin gen perlu khawatir ridwan kamilsuswono cipta lapang kerja banyak;Positif
lah mang ngapah gagalin pram doel menang;Positif
ahmad dhani anies baswedan cawagubdki;Netral
ngeliat potong tayang debat pilgub dki bikin ken creambath rambut gimmicknya ampun;Netral
bener kok;Negatif
jawab cagubcawagub jateng no lucuuuu pingin ngekek;Negatif
nonton lah kalau bilang pasang rksus punya strategi atas banjir jakarta kader sendiri gak bantu atas sampah macet kota depok bingung suwer aneh;Negatif
rantau mang komitmen sebar nilainilai positif dukung pramono anung pasti jakarta pimpin nilainilai baik manfaat;Positif
lali ah iyo jok lali pilih no asytha mosok seh kak tentu jawa timur cawagub;Netral
nyata bohong debat;Negatif
salut deh bagi audio turun volume mic bu sylvi waktu memang habis;Netral
jakmania nyata dukung mas pram;Positif
kirain udang rebus cm muara angke nyata jg liat muka kayak udang rebus;Negatif
tutup sandi reformasi birokrasi ujung rakyat harga mati oke oce;Positif
ketua divisi sosialisasi didik pilih partisipasi masyarakat kpu provinsi dki jakarta astri megatari kata kali debat kandidat paslon pilgub jakarta;Positif
hot jakarta yuhuuuu baru kuerennn anak abah kompak dukung mas pram bang doel makin menyalaaa;Positif
kpu jateng siap kandidat pilgub;Netral
anissandi super perlu alternative pimpin siap siap data darisitu lihat visi tuju matang;Positif
malu kayak min pasang no semangaaatnya mana dong;Negatif
sedih udah semangat buat nonton debat live flash player nya nyata d instal;Positif
anies bikin imunisasi narkoba kek;Positif
no bneran nglawak duet hebatt wkwkkw;Positif
warga jakarta turun banyuwangi siap menang bang doel coblos nomer;Positif
kabar gembira nih buat encang encing jakarte datang penuhin yuk stadion madya gelora bung karno mas bang punya hajat hari sabtu november mulai pukul wib jangan lupa yee;Positif
top jakarta nyala hasil survei smrc elektabilitas pramonorano kalah rksuswono hasil survei lembaga survei saiful mujani smrc sebut pramdoel peluang menang putar pilkada jakarta;Positif
pramono rencana beri longgar dagang kaki lima tetap atur baik langkah adil dukung ekonomi lokal;Positif
kalau tuju cc mas agus djarot bu sylvi bu silvy ira koesno;Netral
pak antasari azhar dtg kira kira pro mana paslon no;Negatif
selasa kang acep hadir haul drs kh a bunyamin ruhiat masjid jam pondok pesantren cipasung tasikmalaya dukung alumni pondok pesantren cipasung alir deras kang acep calon gubernur jawa barat;Netral
pramono anung hadir deklarasi dukung dpd konfederasi serikat kerja seluruh indonesia kspsi mas prambang doel si gedung joang menteng kota jakarta sabtu;Positif
ketua timses rido capai;Positif
irakoesno oke moderator;Netral
debat cagub cawagub dki;Netral
yaelah jawabanjawaban munafik muluk semua nih;Netral
pramono anung rencana tingkat fasilitas olahraga jakarta sedia tempattempat pada harap masyarakat lebih mudah olahraga aktivitas fisik;Positif
nonton debat pak ketangkep kamera seru njih;Positif
rido;Netral
waduh kirain jakarta;Positif
visi pramono anung jakarta cipta kota inklusif semua etnis dukung warga mang jadi langkah awal tuju tuju sebut;Positif
paslon anies sandi tegas tolak reklamasi;Positif
kirakira abah sama mas pram ngobrolin ngakak gitu mungkin tau;Negatif
sudah saudara henti saling hujat saling sindir saling remeh satu fakta kebhinekaan;Netral
selamat pagi jakarta program jakartamenyala mas bang doel;Positif
ashanty sama ibu hani pramono anung tina toon laku senam sama warga pondok pinang sekitar lapang ps pondok indah;Positif
team up paslon yeaaaaap tau siapa real puncak survey;Netral
debat calon gubernur jateng gelar tiga kali cek tanggal sini klik baca;Netral
paling kompak;Positif
bar debat dki elektabilitas rk rodok munggah bar debat jatim elektabilitas khofifah malah turun kenok serang bu risma lan mbak luluk masio ngono debate bobot tenan ngomongke data lan masalah riil jatim tinggal nunggu debat pilgub jateng;Netral
nonton sang mantan metro tv yuk;Positif
gak rasa tinggal hari jelang hari coblos jangan lengah tetap waspada terus kawal menang mas pram bang doel hingga;Positif
minggu november kang acep sama kh maruf amin keluarga besar pkb ziarah makam sunan gunung jati cirebon;Positif
pramono anung hasil cipta ikat emosional masyarakat jadi rasa bagi proses bangun aspek penting pimpin sukses;Positif
bapak politik identitas teririsiris hati kalau nonton debat pilgub dki;Netral
serah sama pakar nya;Netral
mana menang calon moderator d;Positif
ahok tampil ada berfikir tampil lihat cerdas bahasa asing;Positif
geser sedikit bukan gusur kata woy bangun ga punya kaki canda sekali paslon;Negatif
layan rakyat pimpin rakyat;Positif
waduh ga berani jawab tanya akhir hehehe;Negatif
anak abah pilih pramdoel gak pake ribet anies pramdoel satu;Netral
pramono anung peran jembatan bijak lama baru gabung baik dua dunia cipta solusi efektif;Netral
mampu tampil paslon debat perdana pilgub dki langsung malam ubah pilih politik pilih talk ramdansyah ketua panwaslu pileg pilpres dki jakarta ketua panwaslu pilkada dki streaming;Netral
sesi serusaling serang data retorika jangan baper simpatisan timses d;Negatif
yakin nih;Negatif
biar ga tinggal seru malam bolters streaming fmx lho yuk download sekarang;Negatif
lihat debat dua mata buka tunggu debat tiga mbak najwa;Netral
anies serang pakai reklamasi ahok semangat jawab;Negatif
dukung rantau mang pramono anung langkah sama tuju masa depan cerah jakarta yakin ubah positif wujud kerja keras satu;Positif
jakarta sayang gue kata bangdoel;Netral
mas pram hadir diskusi gera pilih cerdas pilkada dki jakarta sama ikat cendekiawan muslim indonesia dki gedung temu sasana pakarti pancoran jakarta selatan;Netral
tebak nelayan tadi baca tanya blep blep kaya ikan mujer kurang air tadi bayar berapa;Negatif
satu jakarta karna mas pram bang doel;Positif
tanggap djarot perlu lima tahun tunjuk anak dki unggul;Positif
cinta pilkada soal nya pilih d;Netral
damn debat pilgub dki harus tonton cari bahan yapping meski ktp jabar;Negatif
gatel telinga denger agus nyebut accountable capable ajar pronounciation dulu kali om gus;Negatif
usai jadi moderator debat eko prasojo kaki pegal;Netral
ahok minta maaf huni rusun jatinegara;Positif
pilih gubernur pilgub dki jakarta selenggara november menteri pupr harap caleg bahas isu masalah air debat calon legislatif;Netral
sumpah kalo bukan ahok gue haram nonton debat dki bela bain ninggalin kerja padahal gue lombok;Negatif
ahok unggul jelas program sayang malah tampil serang;Negatif
kombaseko aniesbaswedan kalau urus bang sandiuno not bad lah;Netral
cagub jakarta nomor urut pramono anung serang rival ridwan kamil tanya soal disneyland cikarang rupa janji ridwan kamil capai;Positif
mas pram janji pilih diri libat akademisi urus komunitas buat bijak publik memang yogia bijak pengaruh besar publik libat guru tinggi kelompok komunitas;Positif
terimakasih banyak bu sylvi laku blunder maju terus nomor saking maju nyungsep;Negatif
fans emyu syukur bareng pokoke forever;Positif
tanya anis ahok jadi bumerang sendiri lucu banget;Negatif
rido rupa solusi paling pas warga jakarta;Positif
pramono anung tunjuk berani hadap bagai tantang jakarta kualitas sangat butuh orang pimpin;Positif
tanya jwban paslon gak nyambung;Negatif
gegara drivernya pak daftar n debat kpu aku beberapa point konsep kampanye unggul pilgub dki jeng baik aku reshare diri or lsg pak yak baca kagak;Netral
om baca nih jangan sebar hoax ahntar pepo sedih;Negatif
satu tiga rangka mas pram bang doel bang anies jakarta semangkin nyala penuh yakin menang pilgub jakaeta rizky ridho kevin diks;Positif
rantau mang usaha sedia solusi masalah hadap masyarakat jakarta dukung pramono anung bagi komitmen cipta jakarta lebih baik;Positif
check it tanya soal industri kretek ganjar jawab sangat jelas tepat;Positif
bahaya serang mental manaa;Negatif
breaking news debat perdana pilkada jakarta rksuswono dharmakun pramonorano adu gagas streaming sini;Positif
ikut profil singkat anisha dasuki jadi salah satu debat pilkada jakarta hari oktober;Netral
ketawa lpas mas pram bang doel ketemu mas anies mnangsatuputaran pilkada dki;Positif
lihat pasti rk ngelus dada dukung mas pram bang doel solid menang satu putar;Positif
malu berbobotmatikan tv tidur;Negatif
kelompok disabilitas punya hak sama warga negara indonesia mengunakan hak pilih kelompok disabilitas dukung pasang pramdoel luna maya instan polrestabes surabaya tom lembong kapas timnasday;Positif
nih link tar malem jam wib gak sabar;Netral
ubah posisi duduk paslon ubah segala catat pinggir;Positif
mas bang jadi harap baru warga jakarta wujud;Positif
padahl debat dua suruh lebih sopan santun sindir kpu nyata pasang kayak anak kecil;Negatif
anak abah all in dukung mas pram bang doel dian sastrowardoyo sahroni pc;Positif
pramono anung tunjuk dukung kuat tim sepak bola jakarta utama persija dukung tim lokal usaha kuat rasa bangga masyarakat tim;Positif
hot jakarta komitmen pram rano target pipanisasi suplai air bersih warga jakarta rampung persen menyalaaa;Positif
kecewa kamu jalan debat final pilkada jkt;Netral
pramono anung komitmen jadi jakarta tempat nyaman aman semua masuk warga mang kontribusi besar ekonomi kota;Positif
pks bilang anak abah tinggal serok pikir pasir kali yey tinggal serok putus urat malu pks kemarin ninggalin sekarang rido ngarep ngarep dukung anak abah final dukung mas prambang doel jakarta ga rido vip c bahlil csat;Negatif
calon wakil gubernur nomor urut rano karno kata bangun blk balai latih kerja modern tingkat kembang mampu generasi gen;Positif
kesan bahagia;Netral
pramono anung ungkap jumlah siap hadap debat pamungkas tiga pilkada jakarta gelar besok november pramono kata siap materi sama cawagub rano karno;Positif
rencana daya usaha jelas pramono anung usaha cipta lingkung dukung laku usaha khusus warga mang jakarta;Positif
pak agus piknik keragunan hahahha;Negatif
kampanye pamungkas tanggal november mas pram bang doel gak kampanye terlalu politis riang gembira yuk sambut menang coblos no urut;Positif
pramono anung milik visi jangka panjang jakarta cakup kembang olahraga budaya pariwisata tekad jadi jakarta kota lebih baik generasi datang;Positif
rasa sikap pak ahok lerai bu silvi sama pak anis tadi bakal jadi meme cant wait for it;Negatif
djarot minta doa beri hidayah;Positif
kasih pantun nihh buat pks beli korma pulau palu kena karma gak tahu malu pak anies jangan jagain pak anies bang ntar ngapel rumah pak anies;Netral
indah saing kurang satu kirakira siapa ambil photo;Netral
mohon tenangmohon tenangtimeline jangan terlalu berisik d;Positif
hot jakarta yuhuuuu bravo siap menang mas pram bang doel pimpin dki jakarta dukung terus alir tak bendung mas pram bang doel;Positif
organisasi rawan bravo deklarasi dukung cagub dkj pramonorano karno ketua dewan bina bravo letjen tni purn sumardi dukung rupa perintah luhut pandjaitan selaku bina bravo timnasday;Positif
